"date","q1","q2","q3","id.agro","hh.maize.district","hh.maize.q6","hh.maize.q6a","hh.maize.q6b","hh.maize.q6c","hh.maize.q6d","hh.maize.q6e","hh.maize.other_q6e","hh.maize.q6f","hh.maize.q6g","hh.maize.q7","hh.maize.q8","hh.maize.q9","hh.maize.q10","hh.maize.q11","hh.maize.q12","hh.maize.q13","hh.maize.q14","hh.maize.q15","hh.maize.q15a","hh.maize.q16","hh.maize.q16a","hh.maize.q17.a","hh.maize.q17.b","hh.maize.q17.c","hh.maize.q17.d","hh.maize.q17.e","hh.maize.q17.96","hh.maize.other_q17","hh.maize.q18.a","hh.maize.q18.b","hh.maize.q18.c","hh.maize.q18.d","hh.maize.q18.e","hh.maize.q18.f","hh.maize.q18.g","hh.maize.q18.h","hh.maize.q18.96","hh.maize.Other_q18","hh.maize.q19","hh.maize.seed.1..q20","hh.maize.seed.1..q21","hh.maize.seed.1..seed_num","hh.maize.seed.1..q22","hh.maize.seed.2..q20","hh.maize.seed.2..q21","hh.maize.seed.2..seed_num","hh.maize.seed.2..q22","hh.maize.seed.3..q20","hh.maize.seed.3..q21","hh.maize.seed.3..seed_num","hh.maize.seed.3..q22","hh.maize.seed_calc1","hh.maize.seed_calc2","hh.maize.seed_select","hh.maize.seed_select_name","hh.maize.seed_select_price","hh.maize.order","hh.maize.sell.q23","hh.maize.sell.q24","hh.maize.sell.q25","hh.maize.sell.q26","hh.maize.sell.q27","hh.maize.sell.q28","hh.maize.sell.q29","hh.maize.sell.q30","hh.maize.sell.q30b","hh.maize.sell.q31","hh.maize.sell.other_q31","hh.maize.sell.q32","hh.maize.sell.q33","hh.maize.sell.q33a","hh.maize.sell.q33b","hh.maize.sell.q34","hh.maize.sell.q34b","hh.maize.q35","hh.maize.opv.1..q38","hh.maize.opv.1..opv_num","hh.maize.opv.1..q36","hh.maize.opv.1..q37","hh.maize.opv.2..q38","hh.maize.opv.2..opv_num","hh.maize.opv.2..q36","hh.maize.opv.2..q37","hh.maize.opv.3..q38","hh.maize.opv.3..opv_num","hh.maize.opv.3..q36","hh.maize.opv.3..q37","hh.maize.opv_calc1","hh.maize.opv_calc2","hh.maize.opv_select","hh.maize.opv_select_name","hh.maize.opv_select_price","hh.maize.order1","hh.maize.op.q39","hh.maize.op.q40","hh.maize.op.q41","hh.maize.op.q42","hh.maize.op.q43","hh.maize.op.q44","hh.maize.op.q45","hh.maize.op.q46","hh.maize.op.q46b","hh.maize.op.q47","hh.maize.op.other_q47","hh.maize.op.q48","hh.maize.op.q49","hh.maize.op.q49a","hh.maize.op.q49b","hh.maize.op.q50","hh.maize.op.q50b","hh.maize.q51","hh.maize.be.q51a","hh.maize.be.bean.1..bean_num","hh.maize.be.bean.1..q54","hh.maize.be.bean.1..q53","hh.maize.be.bean.1..q52","hh.maize.be.bean.2..bean_num","hh.maize.be.bean.2..q54","hh.maize.be.bean.2..q53","hh.maize.be.bean.2..q52","hh.maize.be.bean.3..bean_num","hh.maize.be.bean.3..q54","hh.maize.be.bean.3..q53","hh.maize.be.bean.3..q52","hh.maize.be.bean_calc1","hh.maize.be.bean_calc2","hh.maize.be.bean_select","hh.maize.be.bean_select_name","hh.maize.be.bean_select_price","hh.maize.be.order2","hh.maize.be.sale.q55","hh.maize.be.sale.q55b","hh.maize.be.sale.q56","hh.maize.be.sale.q57","hh.maize.be.sale.q58","hh.maize.be.sale.q59","hh.maize.be.sale.q60","hh.maize.be.sale.q61","hh.maize.be.sale.q62","hh.maize.be.sale.q62b","hh.maize.be.sale.q63","hh.maize.be.sale.other_q63","hh.maize.be.sale.q64","hh.maize.be.sale.q65","hh.maize.be.sale.q65a","hh.maize.be.sale.q65b","hh.maize.be.sale.q66","hh.maize.be.sale.q66b","hh.maize.q67","hh.maize.q68","hh.maize.q68a","hh.maize.q68b","hh.maize.q69","hh.maize.other_q69","hh.maize.q70","hh.maize.q70b.a","hh.maize.q70b.b","hh.maize.q70b.c","hh.maize.q70b.d","hh.maize.q70b.e","hh.maize.q70b.f","hh.maize.q70b.g","hh.maize.q70b.96","hh.maize.inst.q71a","hh.maize.inst.q71b","hh.maize.inst.q71c","hh.maize.inst.q71d","hh.maize.inst.q71e","hh.maize.inst.q71f","hh.maize.q72","hh.maize.q73","hh.maize.q74","hh.maize.other_q74","hh.maize.q75.a","hh.maize.q75.b","hh.maize.q75.c","hh.maize.q75.d","hh.maize.q75.e","hh.maize.q75.f","hh.maize.q75.g","hh.maize.q75.h","hh.maize.q75.i","hh.maize.q75.96","hh.maize.other_q75","hh.maize.q76.a","hh.maize.q76.b","hh.maize.q76.c","hh.maize.q76.d","hh.maize.q76.e","hh.maize.q76.f","hh.maize.q76.g","hh.maize.q76.h","hh.maize.q76.i","hh.maize.q76.96","hh.maize.other_76","hh.maize.q77","hh.maize.q77b.a","hh.maize.q77b.b","hh.maize.q77b.c","hh.maize.q77b.d","hh.maize.q77b.e","hh.maize.q77b.f","hh.maize.q77b.96","hh.maize.other_q77b","hh.maize.q78","hh.maize.other_q78","hh.maize.q79","hh.maize.q80","hh.maize.q81","hh.maize.q82","hh.maize.q83","vilID","parID","subID","distID"
"7/24/2019","Yes","Yes","n/a","AS011","BUGIRI","c",0.03,0.02,0.05,2,1,"n/a","n/a",62,"Male","a","b","No","Yes","1/1/2017","Yes","Yes","No","n/a","No","n/a",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,"n/a",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"n/a",1,"Longe_10H","6000","1","200","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",0.436864943,0.936864943,1,"Longe_10H","6000",0.979503474,"Yes","a","200","0","2","0","2","No","n/a","b","n/a","5500","Yes","2","2","No","No",1,"100","1","Longe 5","3000","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",0.843740935,1.343740935,1,"Longe 5","3000",0.554394996,"Yes","a","100","0","4","0","2","Yes","1","b","n/a","2500","Yes","2","2","No","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",3,1,"n/a","n/a","96","It has never happened to me","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","Yes","No","No","98","Yes","Yes","d","c","n/a","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","n/a",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,"n/a","Yes","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","n/a","a","n/a",3,4,4,2,4,1,1,4,1
"7/24/2019","Yes","Yes","n/a","AS012","BUGIRI","b",0,0.2,0,0,1,"n/a","n/a",22,"Male","a","d","No","Yes","1/1/2017","No","No","No","n/a","No","n/a",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,"Clothes ,  edibles ,  drinks,cosmetics  ",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"n/a",1,"KH_series","5000","1","10","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",0.915868513,1.415868513,1,"KH_series","5000",0.981259919,"Yes","a","10","0","0","0","2","No","n/a","b","n/a","4000","No","n/a","n/a","Yes","No",0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,0.5,1,"n/a","n/a",0.923045701,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","6","1","999","3500","NABE15_kanybwa_kabonge","2","999","3000","Land_Races _old yellow ,small_black_mutiike,","3","100","3500","NAROBEAN 1_(Big white beans),","0.7652949","1.2652949","1","NABE15_kanybwa_kabonge","3500","0.071326498","Yes","No","b","200","10","0","10","1","Yes","1","d","n/a","3000","Yes","3","30","Yes","No",3,2,"n/a","n/a","a","n/a","Yes","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","No","Yes","No","No","No","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"n/a","Yes","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Yida Tugye Agro Association  ","f","n/a",4,3,3,3,4,1,1,5,1
"7/25/2019","Yes","Yes","n/a","AS013","BUGIRI","b",0,0,0.3,2,1,"n/a","n/a",66,"Male","a","c","No","No","1/1/2018","No","No","No","n/a","No","n/a",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"n/a",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"n/a",2,"Longe_7R/Kayongo-go","7000","1","15","Longe_10H","6000","2","200","n/a","n/a","n/a","n/a",0.323157044,0.823157044,1,"Longe_7R/Kayongo-go","7000",0.373089481,"Yes","a","10","0","0","0","2","No","n/a","a","n/a","6000","No","n/a","n/a","No","No",999,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",714.8816912,715.3816912,715,"n/a","n/a",0.709870607,"No","a","999","999","999","999","999","No","n/a","96","Didn't sell any OpV variety","999","No","n/a","n/a","No","No","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,1,"n/a","n/a","e","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","No","No","No","No","No","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"He got no particular challenge.","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","f","n/a",5,4,4,3,5,1,1,6,1
"7/24/2019","Yes","Yes","n/a","AS014","BUGIRI","c",1,0.1,0.2,2,1,"n/a","n/a",30,"Male","a","d","Yes","Yes","1/1/2002","No","Yes","No","n/a","Yes","2",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,"n/a",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"n/a",3,"Longe_10H","6500","1","1000","Longe_7H","6500","2","800","Bazooka","10000","3","200",1.810840057,2.310840057,2,"Longe_7H","6500",0.875608485,"Yes","a","200","30","0","0","1","Yes","1","a","n/a","4500","Yes","5","30","Yes","Yes",2,"2500","1","Longe 5","4000","2800","2","Longe 4","4000","n/a","n/a","n/a","n/a",0.648279044,1.148279044,1,"Longe 5","4000",0.585867073,"Yes","a","400","0","0","0","1","Yes","1","a","n/a","2500","Yes","4","2","Yes","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,2,"n/a","n/a","e","n/a","Yes","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","Yes","Yes","No","No","Yes","No","Yes","d","c","n/a","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","n/a",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"n/a","Yes","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","n/a","96","n/a",5,5,5,3,5,1,1,7,1
"7/24/2019","Yes","Yes","n/a","AS015","BUGIRI","c",0.1,0.1,0.1,4,1,"n/a","n/a",30,"Male","a","f","Yes","Yes","1/1/2016","No","Yes","Yes","Bugiri Agro dealers Association","No","n/a",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,"n/a",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,"Watervmelon",5,"Longe_10H","6000","1","600","Bazooka","10000","2","150","KH_series","8000","3","200",2.287632234,2.787632234,3,"KH_series","8000",0.959334646,"Yes","a","250","50","0","0","2","No","n/a","a","n/a","7000","No","n/a","n/a","Yes","No",2,"800","1","Longe 5","3000","1000","2","MM2","3000","n/a","n/a","n/a","n/a",1.872242591,2.372242591,2,"MM2","3000",0.424546522,"Yes","a","1200","0","0","45","5","No","n/a","a","n/a","2500","No","n/a","n/a","Yes","No","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",3,2,"n/a","n/a","d","n/a","Yes","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","Yes","Yes","Yes","No","No","No","Yes","c","c","n/a","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","n/a",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,"n/a","Yes","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","n/a","a","n/a",5,5,5,4,5,1,2,7,1
"7/24/2019","Yes","Yes","n/a","AS016","BUGIRI","b",8,0.1,2,3,1,"n/a","n/a",57,"Male","a","b","No","Yes","1/1/2004","No","No","No","n/a","No","n/a",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,"n/a",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"n/a",1,"Longe_10H","2000","1","350","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2.839370854,3.339370854,3,"n/a","n/a",0.023186042,"Yes","a","350","0","0","0","1","Yes","1","a","n/a","1700","Yes","1","2","No","Yes",1,"45","1","Longe 5","1500","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",0.193323242,0.693323242,1,"Longe 5","1500",0.661227765,"Yes","a","50","0","0","5","1","Yes","1","a","n/a","1200","Yes","1","999","No","No","Yes","1","1","100","2000","Land_Races _old yellow ,small_black_mutiike,","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2.125838587","2.625838587","3","n/a","n/a","0.746525889","No","No","d","100","0","0","0","1","Yes","1","e","n/a","1700","Yes","1","999","No","No",3,1,"n/a","n/a","e","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","Yes","No","No","No","No","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","96","n/a",5,4,4,4,4,1,3,7,1
"7/23/2019","No","n/a","Yes","AS017","BUGIRI","d",0.1,0.2,0.2,8,5,"n/a","No",35,"Male","a","b","Yes","Yes","1/1/1994","Yes","Yes","Yes","MAAIF","Yes","1",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,"n/a",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"n/a",1,"Longe_10H","6000","1","1000","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1.088357497,1.588357497,2,"n/a","n/a",0.987373569,"Yes","a","1000","0","999","0","2","Yes","1","b","n/a","4600","Yes","1","14","Yes","Yes",1,"600","1","Longe 5","3000","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",0.767116863,1.267116863,1,"Longe 5","3000",0.301355952,"Yes","a","600","0","999","0","2","Yes","1","b","n/a","2200","Yes","1","14","Yes","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",3,2,"n/a","n/a","d","n/a","Yes","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","Yes","Yes","Yes","Yes","No","No","Yes","d","a","n/a","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","n/a",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"n/a","Yes","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","n/a","a","n/a",4,4,5,3,4,1,3,8,1
"7/23/2019","Yes","Yes","n/a","AS018","BUGIRI","b",5,0.1,2,2,1,"n/a","n/a",34,"Male","a","f","Yes","No","1/1/2015","No","Yes","No","n/a","No","n/a",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,"n/a",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"n/a",1,"Longe_10H","6500","1","150","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",0.807308163,1.307308163,1,"Longe_10H","6500",0.254186341,"Yes","a","150","30","0","0","2","Yes","1","a","n/a","6000","Yes","2","21","No","No",1,"300","1","Longe 5","3000","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",0.149906761,0.649906761,1,"Longe 5","3000",0.645920003,"Yes","a","300","50","0","0","2","Yes","1","a","n/a","2500","Yes","2","14","No","No","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,2,"n/a","n/a","c","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","Yes","No","No","No","No","Yes","e","d","n/a","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","n/a",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"n/a","Yes","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","n/a","b","n/a",3,4,5,4,5,1,2,8,1
"7/23/2019","No","n/a","Yes","AS019","BUGIRI","b",0.6,0,0.3,999,2,"n/a","Yes",34,"Female","a","e","Yes","Yes","1/1/2018","No","No","No","n/a","No","n/a",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,"n/a",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"n/a",1,"Longe_10H","6000","1","35","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1.632507794,2.132507794,2,"n/a","n/a",0.687242735,"Yes","a","50","0","0","15","2","No","n/a","a","n/a","5600","Yes","2","1","Yes","No",2,"50","1","Longe 5","6000","50","2","Longe 4","6000","n/a","n/a","n/a","n/a",1.129804221,1.629804221,2,"Longe 4","6000",0.040249096,"Yes","a","50","10","0","5","2","No","n/a","a","n/a","5000","No","n/a","n/a","Yes","No","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,2,"n/a","n/a","96","They can only know if it's not good after planting of which it is impossible to return it after germination","Yes","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","Yes","Yes","No","No","No","98","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,"n/a","Yes","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","agro input wholesaler in iganga","f","n/a",4,5,5,3,5,1,4,8,1
"7/23/2019","Yes","Yes","n/a","AS020","BUGIRI","c",0.1,0.1,0.1,4,1,"n/a","n/a",45,"Male","a","d","No","No","1/1/1995","No","No","No","n/a","No","n/a",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"n/a",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"n/a",4,"Longe_10H","12000","1","2","Longe_7R/Kayongo-go","12000","2","2","n/a","n/a","n/a","n/a",2.25477524,2.75477524,3,"n/a","n/a",0.189063972,"Yes","a","200","20","10","0","2","No","n/a","a","n/a","11000","No","n/a","n/a","Yes","No",1,"150","1","Longe 5","3000","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",0.060780491,0.560780491,1,"Longe 5","3000",0.171618136,"Yes","a","200","10","10","0","2","No","n/a","a","n/a","2500","No","n/a","n/a","Yes","No","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,3,"n/a","n/a","96","NEVER GOT SUCH A COMPLAINT BEFORE","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","No","No","No","Yes","No","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","e","n/a",4,5,5,5,1,1,1,8,1
"7/24/2019","Yes","Yes","n/a","AS021","BUGIRI","b",0.1,0.2,0.05,2,1,"n/a","n/a",43,"Male","a","d","Yes","Yes","1/1/2004","Yes","Yes","No","n/a","No","n/a",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,"n/a",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"n/a",1,"Longe_10H","6000","1","100","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2.543059392,3.043059392,3,"n/a","n/a",0.411214032,"Yes","a","100","25","0","0","2","Yes","1","a","n/a","5500","Yes","1","1","Yes","Yes",2,"200","1","Longe 4","3000","150","2","Longe 5","3000","n/a","n/a","n/a","n/a",0.035009958,0.535009958,1,"Longe 4","3000",0.775964952,"Yes","a","200","0","0","0","1","No","n/a","a","n/a","2500","Yes","999","1","Yes","Yes","Yes","1","1","100","2500","NABE15_kanybwa_kabonge","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","0.912652333","1.412652333","1","NABE15_kanybwa_kabonge","2500","0.499253298","No","No","d","100","0","0","0","999","Yes","1","e","n/a","2200","Yes","999","999","No","Yes",3,2,"n/a","n/a","96","Never happened","Yes","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","Yes","No","Yes","Yes","No","No","Yes","d","c","n/a","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","n/a",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"n/a","Yes","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","n/a","a","n/a",4,5,5,3,5,1,2,9,1
"7/24/2019","Yes","Yes","n/a","AS022","BUGIRI","b",0.2,0.3,0.3,1,1,"n/a","n/a",57,"Male","a","b","No","No","1/1/2000","Yes","No","No","n/a","No","n/a",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,"n/a",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"n/a",1,"Longe_10H","6000","1","999","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1.325667275,1.825667275,2,"n/a","n/a",0.567430801,"Yes","a","100","0","0","0","2","Yes","1","a","n/a","5000","Yes","999","999","Yes","Yes",2,"100","1","Longe 4","3000","100","2","Longe 5","3000","n/a","n/a","n/a","n/a",1.53927814,2.03927814,2,"Longe 5","3000",0.615383407,"Yes","a","100","0","0","0","2","Yes","1","a","n/a","2500","Yes","999","999","Yes","Yes","Yes","1","1","999","3000","NABE15_kanybwa_kabonge","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2.346016325","2.846016325","3","n/a","n/a","0.637523681","No","No","d","200","0","0","0","1","Yes","1","e","n/a","2600","No","n/a","n/a","No","Yes",1,2,"n/a","n/a","96","Not yet happened","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","No","Yes","No","No","No","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Limited training ","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","a","n/a",5,5,5,3,5,1,2,9,1
"7/24/2019","Yes","Yes","n/a","AS023","BUGIRI","b",10,0.1,0,0,1,"n/a","n/a",43,"Female","a","d","No","Yes","1/1/2018","No","No","No","n/a","No","n/a",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"n/a",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"n/a",1,"Longe_10H","7000","1","10","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2.337255116,2.837255116,3,"n/a","n/a",0.07110751,"Yes","a","10","0","0","0","2","Yes","1","a","n/a","6000","No","n/a","n/a","No","Yes",1,"20","1","Longe 5","3000","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",0.166616912,0.666616912,1,"Longe 5","3000",0.549987629,"Yes","a","20","0","0","0","2","Yes","1","a","n/a","2500","No","n/a","n/a","No","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",3,1,"n/a","n/a","96","Never happened","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","Yes","No","No","No","No","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","a","n/a",3,5,5,4,5,1,1,9,1
